,internal_storage,warp_size,weft_size,type,item_no,warp_a,warp_b,weft_a,weft_b,warp_dens,weft_dens,warp_nominal,weft_nominal,warp_nominal_norm,weft_nominal_norm,warp_nominal_scaled,weft_nominal_scaled,warp_dens_norm,weft_dens_norm,warp_dens_scaled,weft_dens_scaled
149,2008-0028-005-06,100,20,n_band,0,0.3,0.6,0.5,0.6,22.0,9.0,0.45,0.55,0.06791696573721488,0.07448090425143303,0.20837522165291064,0.6820802559230024,0.06205930009223638,0.057756422149238935,0.00916258486818146,-0.3990200494903992
150,2008-0028-005-07,60,20,n_band,0,0.4,0.6,0.4,0.6,12.0,6.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.033850527323038025,0.03850428143282596,-1.1412508485812636,-1.555155064680531
151,2008-0028-005-08,220,120,w_band,1,0.3,0.5,0.3,0.4,24.0,10.0,0.4,0.35,0.06037063621085768,0.04739693906909374,-0.44207781831335946,-1.2816157674986348,0.06770105464607605,0.06417380238804325,0.23924527155807046,-0.01364171109368855
152,2008-0028-005-08,130,100,w_band,2,0.3,0.5,0.3,0.4,24.0,10.0,0.4,0.35,0.06037063621085768,0.04739693906909374,-0.44207781831335946,-1.2816157674986348,0.06770105464607605,0.06417380238804325,0.23924527155807046,-0.01364171109368855
153,2008-0028-005-09,150,50,m_band,1,0.4,0.6,0.3,0.6,28.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.0789845637537554,0.057756422149238935,0.6994106449378484,-0.3990200494903992
154,2008-0028-005-09,150,80,m_band,2,0.4,0.6,0.3,0.6,28.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.0789845637537554,0.057756422149238935,0.6994106449378484,-0.3990200494903992
155,2008-0028-005-09,60,55,m_band,3,0.4,0.6,0.3,0.6,28.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.0789845637537554,0.057756422149238935,0.6994106449378484,-0.3990200494903992
156,2008-0028-005-09,70,60,m_band,4,0.4,0.6,0.3,0.6,28.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.0789845637537554,0.057756422149238935,0.6994106449378484,-0.3990200494903992
157,2008-0028-005-09,50,50,m_band,5,0.4,0.6,0.3,0.6,28.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.0789845637537554,0.057756422149238935,0.6994106449378484,-0.3990200494903992
158,2008-0028-005-10,140,20,n_band,1,0.3,0.6,0.5,0.8,28.0,8.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0789845637537554,0.051339041910434605,0.6994106449378484,-0.7843983878871098
159,2008-0028-005-10,160,20,n_band,2,0.3,0.6,0.5,0.8,28.0,8.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0789845637537554,0.051339041910434605,0.6994106449378484,-0.7843983878871098
160,2008-0028-005-10,70,20,n_band,3,0.3,0.6,0.5,0.8,28.0,8.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0789845637537554,0.051339041910434605,0.6994106449378484,-0.7843983878871098
161,2008-0028-005-11,940,20,n_band,0,0.2,0.4,0.4,0.6,30.0,12.0,0.3,0.5,0.04527797715814325,0.0677099129558482,-1.7429838982459003,0.1911562500675928,0.08462631830759507,0.07700856286565191,0.9294933316277375,0.7571149656997327
162,2008-0028-005-12,250,130,f_strip,0,0.4,0.5,0.3,0.6,20.0,8.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.056417545538396716,0.051339041910434605,-0.22092010182170754,-0.7843983878871098
163,2008-0028-005-13,300,100,w_band,1,0.2,0.4,0.4,0.6,30.0,10.0,0.3,0.5,0.04527797715814325,0.0677099129558482,-1.7429838982459003,0.1911562500675928,0.08462631830759507,0.06417380238804325,0.9294933316277375,-0.01364171109368855
164,2008-0028-005-13,400,20,n_band,2,0.2,0.4,0.4,0.6,30.0,10.0,0.3,0.5,0.04527797715814325,0.0677099129558482,-1.7429838982459003,0.1911562500675928,0.08462631830759507,0.06417380238804325,0.9294933316277375,-0.01364171109368855
166,2008-0028-005-15,150,50,textile,0,0.3,0.5,0.4,0.6,20.0,8.0,0.4,0.5,0.06037063621085768,0.0677099129558482,-0.44207781831335946,0.1911562500675928,0.056417545538396716,0.051339041910434605,-0.22092010182170754,-0.7843983878871098
167,2008-0037-009-01,180,300,funeral_shroud,0,0.2,0.5,0.2,0.5,9.0,7.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.02538789549227852,0.04492166167163028,-1.486374878616097,-1.1697767262838206
168,2008-0037-009-02,640,38,n_band,0,0.4,0.5,0.4,0.5,10.0,8.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.028208772769198358,0.051339041910434605,-1.3713335352711526,-0.7843983878871098
169,2008-0037-009-03,100,50,m_band,0,0.3,0.5,0.5,0.6,28.0,14.0,0.4,0.55,0.06037063621085768,0.07448090425143303,-0.44207781831335946,0.6820802559230024,0.0789845637537554,0.08984332334326056,0.6994106449378484,1.527871642493154
170,2008-0037-009-04,120,25,n_band,0,0.2,0.5,0.5,0.8,42.0,7.0,0.35,0.65,0.05282430668450046,0.08802288684260266,-1.0925308582796303,1.6639282676338205,0.1184768456306331,0.04492166167163028,2.3099894517670716,-1.1697767262838206
171,2008-0037-009-05,200,20,n_band,0,0.3,0.6,0.3,0.5,32.0,10.0,0.45,0.4,0.06791696573721488,0.05416793036467856,0.20837522165291064,-0.7906917616432253,0.09026807286143475,0.06417380238804325,1.1595760183176265,-0.01364171109368855
172,2008-0060-001-01,160,90,funeral_shroud,1,0.3,0.4,0.4,0.5,18.0,10.0,0.35,0.45,0.05282430668450046,0.06093892166026338,-1.0925308582796303,-0.2997677557878162,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
173,2008-0060-001-01,120,80,funeral_shroud,2,0.3,0.4,0.4,0.5,18.0,10.0,0.35,0.45,0.05282430668450046,0.06093892166026338,-1.0925308582796303,-0.2997677557878162,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
174,2008-0060-001-01,110,100,funeral_shroud,3,0.3,0.4,0.4,0.5,18.0,10.0,0.35,0.45,0.05282430668450046,0.06093892166026338,-1.0925308582796303,-0.2997677557878162,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
175,2008-0060-001-02,320,20,n_band,0,0.4,0.6,0.4,0.8,14.0,10.0,0.5,0.6,0.0754632952635721,0.08125189554701784,0.8588282616191807,1.1730042617784109,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
181,2008-0061-001-02,320,20,n_band,0,0.4,0.6,0.4,0.8,14.0,10.0,0.5,0.6,0.0754632952635721,0.08125189554701784,0.8588282616191807,1.1730042617784109,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
187,2008-0040-004,220,20,n_band,0,0.3,0.5,0.2,0.4,32.0,12.0,0.4,0.3,0.06037063621085768,0.04062594777350892,-0.44207781831335946,-1.7725397733540438,0.09026807286143475,0.07700856286565191,1.1595760183176265,0.7571149656997327
188,2008-0040-005,150,70,fabric,0,0.3,0.6,0.3,0.6,16.0,12.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.045134036430717374,0.07700856286565191,-0.6810854752014855,0.7571149656997327
189,2008-0040-007,180,60,m_band,0,0.4,0.6,0.5,0.8,16.0,8.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.045134036430717374,0.051339041910434605,-0.6810854752014855,-0.7843983878871098
190,2008-0040-008,220,200,funeral_shroud,0,0.4,0.5,0.4,0.5,15.0,10.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04231315915379753,0.06417380238804325,-0.7961268185464301,-0.01364171109368855
192,2008-0058-001-02,30,40,textile,0,0.4,0.6,0.4,0.6,14.0,14.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.0394922818768777,0.08984332334326056,-0.9111681618913746,1.527871642493154
193,2008-0049-001-01,40,190,n_band,0,0.3,0.4,0.4,0.5,16.0,9.0,0.35,0.45,0.05282430668450046,0.06093892166026338,-1.0925308582796303,-0.2997677557878162,0.045134036430717374,0.057756422149238935,-0.6810854752014855,-0.3990200494903992
194,2008-0049-001-02,70,30,n_band,0,0.3,0.5,0.3,0.8,28.0,10.0,0.4,0.55,0.06037063621085768,0.07448090425143303,-0.44207781831335946,0.6820802559230024,0.0789845637537554,0.06417380238804325,0.6994106449378484,-0.01364171109368855
195,2008-0049-001-03,50,50,textile,0,0.3,0.5,0.3,0.8,28.0,10.0,0.4,0.55,0.06037063621085768,0.07448090425143303,-0.44207781831335946,0.6820802559230024,0.0789845637537554,0.06417380238804325,0.6994106449378484,-0.01364171109368855
196,2008-0070-003-02,90,90,filling,0,0.3,0.4,0.3,0.4,30.0,12.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.08462631830759507,0.07700856286565191,0.9294933316277375,0.7571149656997327
198,2008-0070-003-04,200,100,w_band,0,0.2,0.3,0.3,0.4,40.0,20.0,0.25,0.35,0.03773164763178605,0.04739693906909374,-2.3934369382121705,-1.2816157674986348,0.11283509107679343,0.1283476047760865,2.0799067650771828,3.840141672873418
199,2008-0070-003-05,150,90,m_band,0,0.3,0.5,0.4,0.5,32.0,8.0,0.4,0.45,0.06037063621085768,0.06093892166026338,-0.44207781831335946,-0.2997677557878162,0.09026807286143475,0.051339041910434605,1.1595760183176265,-0.7843983878871098
200,2008-0070-003-06,200,70,m_band,0,0.5,0.6,0.5,0.6,10.0,10.0,0.55,0.55,0.0830096247899293,0.07448090425143303,1.5092813015854516,0.6820802559230024,0.028208772769198358,0.06417380238804325,-1.3713335352711526,-0.01364171109368855
201,2008-0070-003-07,200,70,m_band,0,0.2,0.6,0.2,0.6,14.0,7.0,0.4,0.4,0.06037063621085768,0.05416793036467856,-0.44207781831335946,-0.7906917616432253,0.0394922818768777,0.04492166167163028,-0.9111681618913746,-1.1697767262838206
202,2008-0070-003-08,160,60,m_band,0,0.3,0.5,0.4,0.6,26.0,9.0,0.4,0.5,0.06037063621085768,0.0677099129558482,-0.44207781831335946,0.1911562500675928,0.07334280919991573,0.057756422149238935,0.4693279582479595,-0.3990200494903992
203,2008-0070-003-09,240,150,w_band,0,0.3,0.5,0.3,0.5,22.0,8.0,0.4,0.4,0.06037063621085768,0.05416793036467856,-0.44207781831335946,-0.7906917616432253,0.06205930009223638,0.051339041910434605,0.00916258486818146,-0.7843983878871098
204,2008-0070-003-10,220,105,w_band,0,0.4,0.6,0.4,0.5,30.0,9.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.08462631830759507,0.057756422149238935,0.9294933316277375,-0.3990200494903992
205,2008-0070-003-11,300,130,w_band,0,0.3,0.5,0.3,0.4,24.0,12.0,0.4,0.35,0.06037063621085768,0.04739693906909374,-0.44207781831335946,-1.2816157674986348,0.06770105464607605,0.07700856286565191,0.23924527155807046,0.7571149656997327
206,2008-0070-003-12,220,150,textile,1,0.2,0.5,0.2,0.5,24.0,10.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.06770105464607605,0.06417380238804325,0.23924527155807046,-0.01364171109368855
208,2008-0070-003-12,30,50,patch_fabric,3,0.4,0.5,0.4,0.5,18.0,8.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.05077579098455704,0.051339041910434605,-0.45100278851159653,-0.7843983878871098
209,2008-0070-003-13,70,110,m_band,0,0.4,0.6,0.4,0.6,17.0,9.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
211,2008-0070-003-15,200,40,m_band,0,0.2,0.5,0.4,0.6,32.0,8.0,0.35,0.5,0.05282430668450046,0.0677099129558482,-1.0925308582796303,0.1911562500675928,0.09026807286143475,0.051339041910434605,1.1595760183176265,-0.7843983878871098
212,2008-0070-003-16,230,50,m_band,0,0.2,0.3,0.3,0.4,52.0,12.0,0.25,0.35,0.03773164763178605,0.04739693906909374,-2.3934369382121705,-1.2816157674986348,0.14668561839983146,0.07700856286565191,3.4604028852165167,0.7571149656997327
213,2008-0070-003-17,120,20,n_band,0,0.2,0.5,0.4,0.7,24.0,9.0,0.35,0.55,0.05282430668450046,0.07448090425143303,-1.0925308582796303,0.6820802559230024,0.06770105464607605,0.057756422149238935,0.23924527155807046,-0.3990200494903992
214,2008-0070-003-18,520,165,w_band,0,0.5,0.6,0.3,0.5,26.0,9.0,0.55,0.4,0.0830096247899293,0.05416793036467856,1.5092813015854516,-0.7906917616432253,0.07334280919991573,0.057756422149238935,0.4693279582479595,-0.3990200494903992
215,2008-0070-003-19,100,100,w_band,0,0.4,0.5,0.4,0.5,32.0,10.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.09026807286143475,0.06417380238804325,1.1595760183176265,-0.01364171109368855
216,2008-0070-003-20,160,95,w_band,0,0.5,0.7,0.4,0.5,20.0,12.0,0.6,0.45,0.0905559543162865,0.06093892166026338,2.159734341551721,-0.2997677557878162,0.056417545538396716,0.07700856286565191,-0.22092010182170754,0.7571149656997327
218,2008-0070-003-22,130,70,m_band,0,0.3,0.5,0.3,0.5,12.0,10.0,0.4,0.4,0.06037063621085768,0.05416793036467856,-0.44207781831335946,-0.7906917616432253,0.033850527323038025,0.06417380238804325,-1.1412508485812636,-0.01364171109368855
219,2008-0070-003-23,110,50,m_band,0,0.2,0.3,0.3,0.5,52.0,14.0,0.25,0.4,0.03773164763178605,0.05416793036467856,-2.3934369382121705,-0.7906917616432253,0.14668561839983146,0.08984332334326056,3.4604028852165167,1.527871642493154
220,2008-0070-003-24,80,20,n_band,0,0.4,0.6,0.4,0.5,24.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.06770105464607605,0.06417380238804325,0.23924527155807046,-0.01364171109368855
221,2008-0070-003-25,220,25,n_band,0,0.2,0.3,0.3,0.4,50.0,10.0,0.25,0.35,0.03773164763178605,0.04739693906909374,-2.3934369382121705,-1.2816157674986348,0.1410438638459918,0.06417380238804325,3.2303201985266274,-0.01364171109368855
222,2008-0070-003-26,145,25,n_band,0,0.2,0.4,0.3,0.4,32.0,14.0,0.3,0.35,0.04527797715814325,0.04739693906909374,-1.7429838982459003,-1.2816157674986348,0.09026807286143475,0.08984332334326056,1.1595760183176265,1.527871642493154
223,2008-0118-002,140,35,n_band,1,0.3,0.4,0.3,0.4,10.0,7.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.028208772769198358,0.04492166167163028,-1.3713335352711526,-1.1697767262838206
224,2008-0118-002,100,35,n_band,2,0.3,0.4,0.3,0.4,10.0,7.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.028208772769198358,0.04492166167163028,-1.3713335352711526,-1.1697767262838206
225,2008-0118-002,50,35,n_band,3,0.3,0.4,0.3,0.4,10.0,7.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.028208772769198358,0.04492166167163028,-1.3713335352711526,-1.1697767262838206
226,2008-0118-002,150,35,n_band,4,0.3,0.4,0.3,0.4,10.0,7.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.028208772769198358,0.04492166167163028,-1.3713335352711526,-1.1697767262838206
227,2008-0118-003,140,70,m_band,0,0.2,0.5,0.4,0.6,26.0,10.0,0.35,0.5,0.05282430668450046,0.0677099129558482,-1.0925308582796303,0.1911562500675928,0.07334280919991573,0.06417380238804325,0.4693279582479595,-0.01364171109368855
230,2008-0118-007,106,35,n_band,0,0.3,0.5,0.4,0.5,30.0,10.0,0.4,0.45,0.06037063621085768,0.06093892166026338,-0.44207781831335946,-0.2997677557878162,0.08462631830759507,0.06417380238804325,0.9294933316277375,-0.01364171109368855
231,2008-0118-008,410,20,n_band,1,0.3,0.6,0.4,0.6,21.0,7.0,0.45,0.5,0.06791696573721488,0.0677099129558482,0.20837522165291064,0.1911562500675928,0.05923842281531655,0.04492166167163028,-0.10587875847676305,-1.1697767262838206
232,2008-0118-008,140,20,n_band,2,0.3,0.6,0.4,0.6,21.0,7.0,0.45,0.5,0.06791696573721488,0.0677099129558482,0.20837522165291064,0.1911562500675928,0.05923842281531655,0.04492166167163028,-0.10587875847676305,-1.1697767262838206
233,2008-0118-009,230,60,m_band,1,0.3,0.6,0.4,0.6,32.0,10.0,0.45,0.5,0.06791696573721488,0.0677099129558482,0.20837522165291064,0.1911562500675928,0.09026807286143475,0.06417380238804325,1.1595760183176265,-0.01364171109368855
234,2008-0118-009,140,60,m_band,2,0.3,0.6,0.4,0.6,32.0,10.0,0.45,0.5,0.06791696573721488,0.0677099129558482,0.20837522165291064,0.1911562500675928,0.09026807286143475,0.06417380238804325,1.1595760183176265,-0.01364171109368855
235,2008-0118-010,100,50,m_band,1,0.3,0.6,0.4,0.5,24.0,12.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.06770105464607605,0.07700856286565191,0.23924527155807046,0.7571149656997327
236,2008-0118-010,105,50,m_band,2,0.3,0.6,0.4,0.5,24.0,12.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.06770105464607605,0.07700856286565191,0.23924527155807046,0.7571149656997327
237,2008-0118-010,95,50,m_band,3,0.3,0.6,0.4,0.5,24.0,12.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.06770105464607605,0.07700856286565191,0.23924527155807046,0.7571149656997327
238,2008-0118-011,150,80,m_band,0,0.3,0.4,0.3,0.4,32.0,11.0,0.35,0.35,0.05282430668450046,0.04739693906909374,-1.0925308582796303,-1.2816157674986348,0.09026807286143475,0.07059118262684759,1.1595760183176265,0.3717366273030221
241,2008-0134-001,150,120,textile,1,0.3,0.5,0.4,0.5,22.0,10.0,0.4,0.45,0.06037063621085768,0.06093892166026338,-0.44207781831335946,-0.2997677557878162,0.06205930009223638,0.06417380238804325,0.00916258486818146,-0.01364171109368855
242,2008-0134-001,200,180,textile,2,0.3,0.5,0.4,0.5,22.0,10.0,0.4,0.45,0.06037063621085768,0.06093892166026338,-0.44207781831335946,-0.2997677557878162,0.06205930009223638,0.06417380238804325,0.00916258486818146,-0.01364171109368855
243,2008-0134-001-01,430,440,funeral_shroud,0,0.4,0.6,0.4,0.6,17.0,11.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.04795491370763721,0.07059118262684759,-0.566044131856541,0.3717366273030221
244,2008-0134-001-02,600,30,n_band,1,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
245,2008-0134-001-02,640,30,n_band,2,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
246,2008-0134-001-02,720,30,n_band,3,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
247,2008-0134-001-02,440,20,n_band,4,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
248,2008-0134-001-02,450,20,n_band,5,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
249,2008-0134-001-02,700,30,n_band,6,0.4,0.6,0.3,0.6,20.0,10.0,0.5,0.45,0.0754632952635721,0.06093892166026338,0.8588282616191807,-0.2997677557878162,0.056417545538396716,0.06417380238804325,-0.22092010182170754,-0.01364171109368855
250,2008-0134-001-03,480,90,funeral_shroud,0,0.4,0.6,0.3,0.5,18.0,12.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.05077579098455704,0.07700856286565191,-0.45100278851159653,0.7571149656997327
251,2008-0134-001-04,750,90,m_band,1,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
252,2008-0134-001-04,400,40,m_band,2,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
253,2008-0134-001-04,480,40,m_band,3,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
254,2008-0134-001-04,160,40,m_band,4,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
255,2008-0134-001-04,120,40,m_band,5,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
256,2008-0134-001-04,90,40,m_band,6,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
257,2008-0134-001-04,370,40,m_band,7,0.4,0.5,0.4,0.5,17.0,9.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.04795491370763721,0.057756422149238935,-0.566044131856541,-0.3990200494903992
263,2008-0134-001-07,400,400,textile,0,0.3,0.6,0.5,0.8,14.0,10.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
264,2008-0134-001-08,480,200,f_strip,1,0.4,0.6,0.6,0.8,8.0,5.0,0.5,0.7,0.0754632952635721,0.09479387813818747,0.8588282616191807,2.154852273489229,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
265,2008-0134-001-08,460,180,f_strip,2,0.4,0.6,0.6,0.8,8.0,5.0,0.5,0.7,0.0754632952635721,0.09479387813818747,0.8588282616191807,2.154852273489229,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
266,2008-0134-001-09,360,260,f_strip,0,0.3,0.6,0.5,0.8,14.0,10.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
267,2008-0134-001-10,190,70,m_band,0,0.4,0.6,0.6,0.8,8.0,5.0,0.5,0.7,0.0754632952635721,0.09479387813818747,0.8588282616191807,2.154852273489229,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
268,2008-0134-001-11,400,400,fabric,0,0.3,0.6,0.5,0.8,14.0,10.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
269,2008-0134-001-12,680,390,fabric,0,0.3,0.5,0.5,0.8,14.0,10.0,0.4,0.65,0.06037063621085768,0.08802288684260266,-0.44207781831335946,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
270,2008-0134-001-13,350,140,f_strip,1,0.4,0.6,0.5,0.8,8.0,6.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.022567018215358687,0.03850428143282596,-1.6014162219610415,-1.555155064680531
271,2008-0134-001-13,290,90,f_strip,2,0.4,0.6,0.5,0.8,8.0,6.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.022567018215358687,0.03850428143282596,-1.6014162219610415,-1.555155064680531
272,2008-0134-001-14,450,790,fabric,0,0.3,0.5,0.5,0.8,14.0,10.0,0.4,0.65,0.06037063621085768,0.08802288684260266,-0.44207781831335946,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
273,2008-0134-001-15,320,240,fabric,1,0.3,0.6,0.4,0.8,8.0,5.0,0.45,0.6,0.06791696573721488,0.08125189554701784,0.20837522165291064,1.1730042617784109,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
274,2008-0134-001-15,320,390,fabric,2,0.3,0.6,0.4,0.8,8.0,5.0,0.45,0.6,0.06791696573721488,0.08125189554701784,0.20837522165291064,1.1730042617784109,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
275,2008-0134-001-16,130,120,m_band,1,0.3,0.6,0.4,0.8,18.0,10.0,0.45,0.6,0.06791696573721488,0.08125189554701784,0.20837522165291064,1.1730042617784109,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
276,2008-0134-001-16,130,120,m_band,2,0.3,0.6,0.4,0.8,18.0,10.0,0.45,0.6,0.06791696573721488,0.08125189554701784,0.20837522165291064,1.1730042617784109,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
277,2008-0134-001-17,860,320,funeral_shroud,0,0.3,0.6,0.5,0.8,18.0,11.0,0.45,0.65,0.06791696573721488,0.08802288684260266,0.20837522165291064,1.6639282676338205,0.05077579098455704,0.07059118262684759,-0.45100278851159653,0.3717366273030221
278,2008-0134-001-18,640,70,m_band,1,0.4,0.6,0.5,0.8,8.0,5.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
279,2008-0134-001-18,620,140,m_band,2,0.4,0.6,0.5,0.8,8.0,5.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
280,2008-0134-001-18,660,40,n_band,3,0.4,0.6,0.5,0.8,8.0,5.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.022567018215358687,0.032086901194021626,-1.6014162219610415,-1.9405334030772416
281,2008-0134-001-19,320,440,funeral_shroud,0,0.3,0.6,0.3,0.6,18.0,10.0,0.45,0.45,0.06791696573721488,0.06093892166026338,0.20837522165291064,-0.2997677557878162,0.05077579098455704,0.06417380238804325,-0.45100278851159653,-0.01364171109368855
